movie_id,title,genres,year,genre_count
1960,The Last Emperor (1987),Drama,1987,1
1961,Rain Man (1988),Drama,1988,1
1962,Driving Miss Daisy (1989),Drama,1989,1
1963,Take the Money and Run (1969),Comedy|Crime,1969,2
1964,Klute (1971),Drama|Mystery,1971,2
1965,Repo Man (1984),Comedy|Sci-Fi,1984,2
1966,Metropolitan (1990),Comedy,1990,1
1967,Labyrinth (1986),Adventure|Fantasy|Musical,1986,3
1968,The Breakfast Club (1985),Comedy|Drama,1985,2
1969,A Nightmare on Elm Street 2: Freddy's Revenge (1985),Horror,1985,1
1970,A Nightmare on Elm Street 3: Dream Warriors (1987),Horror|Thriller,1987,2
1971,A Nightmare on Elm Street 4: The Dream Master (1988),Horror|Thriller,1988,2
1972,A Nightmare on Elm Street 5: The Dream Child (1989),Horror,1989,1
1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror,1991,1
1974,Friday the 13th (1980),Horror|Mystery|Thriller,1980,3
1975,Friday the 13th Part 2 (1981),Horror,1981,1
1976,Friday the 13th Part 3: 3D (1982),Horror,1982,1
1977,Friday the 13th Part IV: The Final Chapter (1984),Horror,1984,1
1982,Halloween (1978),Horror,1978,1
1983,Halloween II (1981),Horror,1981,1
1991,Child's Play (1988),Horror|Thriller,1988,2
1993,Child's Play 3 (1991),Comedy|Horror|Thriller,1991,3
1994,Poltergeist (1982),Horror|Thriller,1982,2
1995,Poltergeist II: The Other Side (1986),Horror|Thriller,1986,2
1997,The Exorcist (1973),Horror|Mystery,1973,2
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,1987,4
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,1989,4
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,1992,4
2003,Gremlins (1984),Comedy|Horror,1984,2
2004,Gremlins 2: The New Batch (1990),Comedy|Horror,1990,2
2005,The Goonies (1985),Action|Adventure|Children|Comedy|Fantasy,1985,5
2006,The Mask of Zorro (1998),Action|Comedy|Romance,1998,3
2009,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller,1973,4
2010,Metropolis (1927),Drama|Sci-Fi,1927,2
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,1989,3
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,1990,4
2013,The Poseidon Adventure (1972),Action|Adventure|Drama,1972,3
2014,Freaky Friday (1977),Children|Comedy|Fantasy,1977,3
2015,The Absent-Minded Professor (1961),Children|Comedy|Fantasy,1961,3
2017,Babes in Toyland (1961),Children|Fantasy|Musical,1961,3
2018,Bambi (1942),Animation|Children|Drama,1942,3
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,1954,3
2020,Dangerous Liaisons (1988),Drama|Romance,1988,2
2021,Dune (1984),Adventure|Sci-Fi,1984,2
2022,The Last Temptation of Christ (1988),Drama,1988,1
2023,The Godfather: Part III (1990),Crime|Drama|Mystery|Thriller,1990,4
2025,Lolita (1997),Drama|Romance,1997,2
2027,Jane Austen's Mafia! (1998),Comedy|Crime,1998,2
2028,Saving Private Ryan (1998),Action|Drama|War,1998,3
2033,The Black Cauldron (1985),Adventure|Animation|Children|Fantasy,1985,4
2034,The Black Hole (1979),Children|Sci-Fi,1979,2
2036,Blank Check (1994),Children|Comedy,1994,2
2040,The Computer Wore Tennis Shoes (1969),Children|Comedy,1969,2
2042,D2: The Mighty Ducks (1994),Children|Comedy,1994,2
2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,1986,3
2048,The Great Mouse Detective (1986),Action|Animation|Children|Crime,1986,4
2052,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror,1993,4
2053,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi,1992,3
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,1989,5
2058,The Negotiator (1998),Action|Crime|Drama|Mystery|Thriller,1998,5
2059,The Parent Trap (1998),Children|Comedy|Romance,1998,3
2060,BASEketball (1998),Comedy,1998,1
2064,Roger & Me (1989),Documentary,1989,1
2065,The Purple Rose of Cairo (1985),Comedy|Drama|Fantasy|Romance,1985,4
2067,Doctor Zhivago (1965),Drama|Romance|War,1965,3
2070,Tender Mercies (1983),Drama|Romance|Western,1983,3
2072,The 'burbs (1989),Comedy,1989,1
2073,Fandango (1985),Comedy,1985,1
2076,Blue Velvet (1986),Drama|Mystery|Thriller,1986,3
2077,The Journey of Natty Gann (1985),Adventure|Children,1985,2
2078,The Jungle Book (1967),Animation|Children|Comedy|Musical,1967,4
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,1955,4
2081,The Little Mermaid (1989),Animation|Children|Comedy|Musical|Romance,1989,5
2082,The Mighty Ducks (1992),Children|Comedy,1992,2
2083,The Muppet Christmas Carol (1992),Children|Comedy|Musical,1992,3
2084,Newsies (1992),Children|Musical,1992,2
2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,1961,3
2087,Peter Pan (1953),Animation|Children|Fantasy|Musical,1953,4
2088,Popeye (1980),Adventure|Comedy|Musical,1980,3
2089,The Rescuers Down Under (1990),Adventure|Animation|Children,1990,3
2090,The Rescuers (1977),Adventure|Animation|Children|Crime|Drama,1977,5
2092,The Return of Jafar (1994),Adventure|Animation|Children|Fantasy|Musical|Romance,1994,6
2093,Return to Oz (1985),Adventure|Children|Fantasy,1985,3
2094,The Rocketeer (1991),Action|Adventure|Sci-Fi,1991,3
2096,Sleeping Beauty (1959),Animation|Children|Musical,1959,3
2097,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller,1983,5
2099,Song of the South (1946),Adventure|Animation|Children|Musical,1946,4
2100,Splash (1984),Comedy|Fantasy|Romance,1984,3
2105,Tron (1982),Action|Adventure|Sci-Fi,1982,3
2106,Swing Kids (1993),Drama|War,1993,2
2108,L.A. Story (1991),Comedy|Romance,1991,2
2109,The Jerk (1979),Comedy,1979,1
2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,1982,3
2111,The Man with Two Brains (1983),Comedy,1983,1
2112,Grand Canyon (1991),Crime|Drama,1991,2
2114,The Outsiders (1983),Drama,1983,1
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,1984,3
2116,The Lord of the Rings (1978),Adventure|Animation|Children|Fantasy,1978,4
2117,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi,1984,2
2118,The Dead Zone (1983),Thriller,1983,1
2121,Cujo (1983),Horror|Thriller,1983,2
2122,Children of the Corn (1984),Horror|Thriller,1984,2
2123,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy,1989,5
2124,The Addams Family (1991),Children|Comedy|Fantasy,1991,3
2125,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance,1998,3
2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller,1998,4
2130,Atlantic City (1980),Crime|Drama|Romance,1980,3
2132,Who's Afraid of Virginia Woolf? (1966),Drama,1966,1
2133,Adventures in Babysitting (1987),Adventure|Comedy,1987,2
2134,Weird Science (1985),Comedy|Fantasy|Sci-Fi,1985,3
2135,Doctor Dolittle (1967),Adventure|Children|Musical,1967,3
2136,The Nutty Professor (1963),Comedy|Sci-Fi,1963,2
2137,Charlotte's Web (1973),Animation|Children,1973,2
2138,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy,1978,5
2139,The Secret of NIMH (1982),Adventure|Animation|Children|Drama,1982,4
2140,The Dark Crystal (1982),Adventure|Fantasy,1982,2
2141,An American Tail (1986),Adventure|Animation|Children|Comedy,1986,4
2142,An American Tail: Fievel Goes West (1991),Adventure|Animation|Children|Musical|Western,1991,5
2143,Legend (1985),Adventure|Fantasy|Romance,1985,3
2144,Sixteen Candles (1984),Comedy|Romance,1984,2
2145,Pretty in Pink (1986),Comedy|Drama|Romance,1986,3
2146,St. Elmo's Fire (1985),Drama|Romance,1985,2
2148,House (1986),Comedy|Fantasy|Horror,1986,3
2150,The Gods Must Be Crazy (1980),Adventure|Comedy,1980,2
2151,The Gods Must Be Crazy II (1989),Comedy,1989,1
2153,The Avengers (1998),Action|Adventure,1998,2
2155,The Slums of Beverly Hills (1998),Comedy|Drama,1998,2
2159,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller,1986,3
2160,Rosemary's Baby (1968),Drama|Horror|Thriller,1968,3
2161,The NeverEnding Story (1984),Adventure|Children|Fantasy,1984,3
2162,The NeverEnding Story II: The Next Chapter (1990),Adventure|Children|Fantasy,1990,3
2163,Attack of the Killer Tomatoes! (1978),Comedy|Horror,1978,2
2167,Blade (1998),Action|Horror|Thriller,1998,3
2169,Dead Man on Campus (1998),Comedy,1998,1
2170,Wrongfully Accused (1998),Action|Comedy,1998,2
2171,Next Stop Wonderland (1998),Comedy|Drama|Romance,1998,3
2174,Beetlejuice (1988),Comedy|Fantasy,1988,2
2176,Rope (1948),Crime|Drama|Thriller,1948,3
2183,The Man Who Knew Too Much (1956),Adventure|Drama|Mystery|Thriller,1956,4
2184,The Trouble with Harry (1955),Comedy|Mystery,1955,2
2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller,1951,4
2188,54 (1998),Drama,1998,1
2193,Willow (1988),Action|Adventure|Fantasy,1988,3
2194,The Untouchables (1987),Action|Crime|Drama,1987,3
2195,Dirty Work (1998),Comedy,1998,1
2202,Lifeboat (1944),Drama|War,1944,2
2203,Shadow of a Doubt (1943),Crime|Drama|Thriller,1943,3
2206,Suspicion (1941),Film-Noir|Mystery|Thriller,1941,3
2208,The Lady Vanishes (1938),Drama|Mystery|Thriller,1938,3
2231,Rounders (1998),Drama,1998,1
2232,Cube (1997),Horror|Mystery|Sci-Fi|Thriller,1997,4
2236,Simon Birch (1998),Drama,1998,1
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama,1975,2
2240,My Bodyguard (1980),Drama,1980,1
2243,Broadcast News (1987),Comedy|Drama|Romance,1987,3
2245,Working Girl (1988),Comedy|Drama|Romance,1988,3
2247,Married to the Mob (1988),Comedy,1988,1
2248,Say Anything... (1989),Comedy|Drama|Romance,1989,3
2249,My Blue Heaven (1990),Comedy,1990,1
2252,Hero (1992),Comedy|Drama,1992,2
2253,Toys (1992),Comedy|Fantasy,1992,2
2259,Blame It on Rio (1984),Comedy|Romance,1984,2
2261,One Crazy Summer (1986),Comedy,1986,1
2262,About Last Night... (1986),Comedy|Drama|Romance,1986,3
2263,The Seventh Sign (1988),Drama|Fantasy|Thriller,1988,3
2266,The Butcher's Wife (1991),Comedy|Romance,1991,2
2268,A Few Good Men (1992),Crime|Drama|Thriller,1992,3
2269,Indecent Proposal (1993),Drama|Romance,1993,2
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller,1998,4
2275,Six-String Samurai (1998),Action|Adventure|Sci-Fi,1998,3
2278,Ronin (1998),Action|Crime|Thriller,1998,3
2279,Urban Legend (1998),Horror|Thriller,1998,2
2282,Pecker (1998),Comedy|Drama,1998,2
2287,Them! (1954),Horror|Sci-Fi|Thriller,1954,3
2288,The Thing (1982),Action|Horror|Sci-Fi|Thriller,1982,4
2289,The Player (1992),Comedy|Crime|Drama,1992,3
2290,Stardust Memories (1980),Comedy|Drama,1980,2
2291,Edward Scissorhands (1990),Drama|Fantasy|Romance,1990,3
2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,1998,5
2296,A Night at the Roxbury (1998),Comedy,1998,1
2297,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance,1998,4
2300,The Producers (1968),Comedy,1968,1
2301,History of the World: Part I (1981),Comedy|Musical,1981,2
2302,My Cousin Vinny (1992),Comedy,1992,1
2303,Nashville (1975),Drama|Musical,1975,2
2306,Holy Man (1998),Comedy,1998,1
2311,2010: The Year We Make Contact (1984),Sci-Fi,1984,1
2312,Children of a Lesser God (1986),Drama,1986,1
2313,The Elephant Man (1980),Drama,1980,1
2315,Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller,1998,3
2316,Practical Magic (1998),Drama|Fantasy|Mystery|Romance,1998,4
2318,Happiness (1998),Comedy|Drama,1998,2
2320,Apt Pupil (1998),Drama|Thriller,1998,2
2321,Pleasantville (1998),Comedy|Drama|Fantasy,1998,3
2322,Soldier (1998),Action|Sci-Fi|War,1998,3
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,1997,4
2325,Orgazmo (1997),Comedy,1997,1
2328,Vampires (1998),Horror|Western,1998,2
2329,American History X (1998),Crime|Drama,1998,2
2334,The Siege (1998),Action|Thriller,1998,2
2335,The Waterboy (1998),Comedy,1998,1
2336,Elizabeth (1998),Drama,1998,1
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,1998,3
2340,Meet Joe Black (1998),Romance,1998,1
2344,Runaway Train (1985),Action|Adventure|Drama|Thriller,1985,4
2346,The Stepford Wives (1975),Mystery|Sci-Fi|Thriller,1975,3
2348,Sid and Nancy (1986),Drama,1986,1
2349,Mona Lisa (1986),Comedy|Thriller,1986,2
2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,1957,1
2352,The Big Chill (1983),Comedy|Drama,1983,2
2353,Enemy of the State (1998),Action|Thriller,1998,2
2354,The Rugrats Movie (1998),Animation|Children|Comedy,1998,3
2355,A Bug's Life (1998),Adventure|Animation|Children|Comedy,1998,4
2356,Celebrity (1998),Comedy,1998,1
2357,Central Station (Central do Brasil) (1998),Drama,1998,1
2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy,1998,1
2360,The Celebration (Festen) (1998),Drama,1998,1
2361,Pink Flamingos (1972),Comedy,1972,1
2366,King Kong (1933),Action|Adventure|Fantasy|Horror,1933,4
2367,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller,1976,5
2369,Desperately Seeking Susan (1985),Comedy|Drama|Romance,1985,3
2371,Fletch (1985),Comedy|Crime|Mystery,1985,3
2372,Fletch Lives (1989),Comedy,1989,1
2373,Red Sonja (1985),Action|Adventure|Fantasy,1985,3
2374,Gung Ho (1986),Comedy|Drama,1986,2
2375,The Money Pit (1986),Comedy,1986,1
2376,A View to a Kill (1985),Action|Adventure|Thriller,1985,3
2377,Lifeforce (1985),Horror|Sci-Fi,1985,2
2378,Police Academy (1984),Comedy|Crime,1984,2
2379,Police Academy 2: Their First Assignment (1985),Comedy|Crime,1985,2
2380,Police Academy 3: Back in Training (1986),Comedy|Crime,1986,2
2381,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime,1987,2
2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime,1988,2
2384,Babe: Pig in the City (1998),Adventure|Children|Drama,1998,3
2387,Very Bad Things (1998),Comedy|Crime,1998,2
2389,Psycho (1998),Crime|Horror|Thriller,1998,3
2390,Little Voice (1998),Comedy,1998,1
2391,A Simple Plan (1998),Crime|Drama|Thriller,1998,3
2392,Jack Frost (1998),Children|Comedy|Drama,1998,3
2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,1998,4
2394,The Prince of Egypt (1998),Animation|Musical,1998,2
2395,Rushmore (1998),Comedy|Drama,1998,2
2396,Shakespeare in Love (1998),Comedy|Drama|Romance,1998,3
2398,Miracle on 34th Street (1947),Comedy|Drama,1947,2
2401,Pale Rider (1985),Western,1985,1
2402,Rambo: First Blood Part II (1985),Action|Adventure|Thriller,1985,3
2403,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller,1982,4
2404,Rambo III (1988),Action|Adventure|Thriller|War,1988,4
2405,The Jewel of the Nile (1985),Action|Adventure|Comedy|Romance,1985,4
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,1984,4
2407,Cocoon (1985),Comedy|Sci-Fi,1985,2
2408,Cocoon: The Return (1988),Comedy|Sci-Fi,1988,2
2409,Rocky II (1979),Action|Drama,1979,2
2410,Rocky III (1982),Action|Drama,1982,2
2411,Rocky IV (1985),Action|Drama,1985,2
2412,Rocky V (1990),Action|Drama,1990,2
2413,Clue (1985),Comedy|Crime|Mystery|Thriller,1985,4
2414,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller,1985,6
2416,Back to School (1986),Comedy,1986,1
2418,Nothing in Common (1986),Comedy,1986,1
2420,The Karate Kid (1984),Drama,1984,1
2421,"The Karate Kid, Part II (1986)",Action|Adventure|Drama,1986,3
2422,"The Karate Kid, Part III (1989)",Action|Adventure|Children|Drama,1989,4
2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy,1989,1
2424,You've Got Mail (1998),Comedy|Romance,1998,2
2427,The Thin Red Line (1998),Action|Drama|War,1998,3
2428,The Faculty (1998),Horror|Sci-Fi,1998,2
2429,Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller,1998,5
2430,Mighty Joe Young (1949),Adventure|Children|Drama,1949,3
2431,Patch Adams (1998),Comedy|Drama,1998,2
2432,Stepmom (1998),Drama,1998,1
2433,A Civil Action (1998),Drama,1998,1
2436,Tea with Mussolini (1999),Comedy|Drama|War,1999,3
2443,Playing by Heart (1998),Drama|Romance,1998,2
2445,At First Sight (1999),Drama,1999,1
2447,Varsity Blues (1999),Comedy|Drama,1999,2
2450,Howard the Duck (1986),Adventure|Comedy|Sci-Fi,1986,3
2454,The Fly (1958),Horror|Mystery|Sci-Fi,1958,3
2455,The Fly (1986),Drama|Horror|Sci-Fi|Thriller,1986,4
2456,The Fly II (1989),Horror|Sci-Fi,1989,2
2457,Running Scared (1986),Action|Comedy,1986,2
2458,Armed and Dangerous (1986),Comedy|Crime,1986,2
2459,The Texas Chainsaw Massacre (1974),Horror,1974,1
2463,Ruthless People (1986),Comedy,1986,1
2467,"The Name of the Rose (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller,1986,4
2468,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,1986,4
2469,Peggy Sue Got Married (1986),Comedy|Drama,1986,2
2470,Crocodile Dundee (1986),Adventure|Comedy,1986,2
2471,Crocodile Dundee II (1988),Action|Adventure|Comedy,1988,3
2473,Soul Man (1986),Comedy,1986,1
2474,The Color of Money (1986),Drama,1986,1
2476,Heartbreak Ridge (1986),Action|War,1986,2
2478,¡Three Amigos! (1986),Comedy|Western,1986,2
2485,She's All That (1999),Comedy|Romance,1999,2
2490,Payback (1999),Action|Thriller,1999,2
2491,Simply Irresistible (1999),Comedy|Romance,1999,2
2492,20 Dates (1998),Comedy|Romance,1998,2
2496,Blast from the Past (1999),Comedy|Romance,1999,2
2497,Message in a Bottle (1999),Romance,1999,1
2498,My Favorite Martian (1999),Comedy|Sci-Fi,1999,2
2500,Jawbreaker (1999),Comedy,1999,1
2501,October Sky (1999),Drama,1999,1
2502,Office Space (1999),Comedy|Crime,1999,2
2504,200 Cigarettes (1999),Comedy|Drama,1999,2
2505,8MM (1999),Drama|Mystery|Thriller,1999,3
2506,The Other Sister (1999),Comedy|Drama|Romance,1999,3
2513,Pet Sematary (1989),Horror,1989,1
2517,Christine (1983),Horror,1983,1
2518,Night Shift (1982),Comedy,1982,1
2524,The Towering Inferno (1974),Action|Adventure|Drama|Thriller,1974,4
2527,Westworld (1973),Action|Sci-Fi|Thriller|Western,1973,4
2528,Logan's Run (1976),Action|Adventure|Sci-Fi,1976,3
2529,Planet of the Apes (1968),Action|Drama|Sci-Fi,1968,3
2530,Beneath the Planet of the Apes (1970),Action|Sci-Fi,1970,2
2531,Battle for the Planet of the Apes (1973),Action|Sci-Fi,1973,2
2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,1972,2
2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi,1971,2
2539,Analyze This (1999),Comedy,1999,1
2541,Cruel Intentions (1999),Drama,1999,1
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,1998,3
2548,The Rage: Carrie 2 (1999),Horror,1999,1
2549,Wing Commander (1999),Action|Sci-Fi,1999,2
2550,The Haunting (1963),Horror|Thriller,1963,2
2551,Dead Ringers (1988),Drama|Horror|Thriller,1988,3
2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller,1960,3
2558,Forces of Nature (1999),Comedy|Romance,1999,2
2560,Ravenous (1999),Horror|Thriller,1999,2
2565,The King and I (1956),Drama|Musical|Romance,1956,3
2567,EDtv (1999),Comedy,1999,1
2568,The Mod Squad (1999),Action|Crime,1999,2
2570,A Walk on the Moon (1999),Drama|Romance,1999,2
2571,The Matrix (1999),Action|Sci-Fi|Thriller,1999,3
2572,10 Things I Hate About You (1999),Comedy|Romance,1999,2
2574,The Out-of-Towners (1999),Comedy,1999,1
2579,Following (1998),Crime|Mystery|Thriller,1998,3
2580,Go (1999),Comedy|Crime,1999,2
2581,Never Been Kissed (1999),Comedy|Romance,1999,2
2583,Cookie's Fortune (1999),Comedy|Drama,1999,2
2594,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller,1997,4
2596,SLC Punk! (1998),Comedy|Drama,1998,2
2598,Pushing Tin (1999),Comedy,1999,1
2599,Election (1999),Comedy,1999,1
2600,eXistenZ (1999),Action|Sci-Fi|Thriller,1999,3
2605,Entrapment (1999),Crime|Thriller,1999,2
2606,Idle Hands (1999),Comedy|Horror,1999,2
2613,Night of the Comet (1984),Comedy|Horror|Sci-Fi,1984,3
2616,Dick Tracy (1990),Action|Crime,1990,2
2617,The Mummy (1999),Action|Adventure|Comedy|Fantasy|Horror|Thriller,1999,6
2618,The Castle (1997),Comedy,1997,1
2622,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy,1999,2
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,1999,3
2640,Superman (1978),Action|Adventure|Sci-Fi,1978,3
2641,Superman II (1980),Action|Sci-Fi,1980,2
2642,Superman III (1983),Action|Adventure|Sci-Fi,1983,3
2643,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,1987,3
2644,Dracula (1931),Horror,1931,1
2648,Frankenstein (1931),Drama|Horror|Sci-Fi,1931,3
2654,The Wolf Man (1941),Drama|Fantasy|Horror,1941,3
2657,The Rocky Horror Picture Show (1975),Comedy|Horror|Musical|Sci-Fi,1975,4
2662,The War of the Worlds (1953),Action|Drama|Sci-Fi,1953,3
2664,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller,1956,3
2668,Swamp Thing (1982),Horror|Sci-Fi,1982,2
2670,Run Silent Run Deep (1958),War,1958,1
2671,Notting Hill (1999),Comedy|Romance,1999,2
2672,The Thirteenth Floor (1999),Drama|Sci-Fi|Thriller,1999,3
2676,Instinct (1999),Drama|Thriller,1999,2
2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,1999,3
2686,"The Red Violin (Violon rouge, Le) (1998)",Drama|Mystery,1998,2
2687,Tarzan (1999),Adventure|Animation|Children|Drama,1999,4
2688,The General's Daughter (1999),Crime|Drama|Mystery|Thriller,1999,4
2690,An Ideal Husband (1999),Comedy|Romance,1999,2
2692,Run Lola Run (Lola rennt) (1998),Action|Crime,1998,2
2694,Big Daddy (1999),Comedy,1999,1
2699,Arachnophobia (1990),Comedy|Horror,1990,2
2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,1999,3
2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western,1999,4
2702,Summer of Sam (1999),Drama,1999,1
2706,American Pie (1999),Comedy|Romance,1999,2
2707,Arlington Road (1999),Thriller,1999,1
2709,Muppets From Space (1999),Children|Comedy,1999,2
2710,The Blair Witch Project (1999),Drama|Horror|Thriller,1999,3
2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller,1999,3
2713,Lake Placid (1999),Horror|Thriller,1999,2
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,1984,3
2717,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,1989,3
2718,Drop Dead Gorgeous (1999),Comedy,1999,1
2719,The Haunting (1999),Horror|Thriller,1999,2
2720,Inspector Gadget (1999),Action|Adventure|Children|Comedy,1999,4
2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller,1999,4
2723,Mystery Men (1999),Action|Comedy|Fantasy,1999,3
2724,Runaway Bride (1999),Comedy|Romance,1999,2
2726,The Killing (1956),Crime|Film-Noir,1956,2
2728,Spartacus (1960),Action|Drama|Romance|War,1960,4
2729,Lolita (1962),Drama|Romance,1962,2
2730,Barry Lyndon (1975),Drama|Romance|War,1975,3
2731,The 400 Blows (Les quatre cents coups) (1959),Crime|Drama,1959,2
2732,Jules and Jim (Jules et Jim) (1961),Drama|Romance,1961,2
2734,The Mosquito Coast (1986),Adventure|Drama|Thriller,1986,3
2735,The Golden Child (1986),Action|Adventure|Comedy|Fantasy|Mystery,1986,5
2736,Brighton Beach Memoirs (1986),Comedy,1986,1
2739,The Color Purple (1985),Drama,1985,1
2745,The Mission (1986),Drama,1986,1
2746,Little Shop of Horrors (1986),Comedy|Horror|Musical,1986,3
2747,The Little Shop of Horrors (1960),Comedy|Horror,1960,2
2748,Allan Quatermain and the Lost City of Gold (1987),Action|Adventure|Comedy,1987,3
2750,Radio Days (1987),Comedy|Drama,1987,2
2752,Outrageous Fortune (1987),Comedy|Mystery,1987,2
2759,Dick (1999),Comedy,1999,1
2761,The Iron Giant (1999),Adventure|Animation|Children|Drama|Sci-Fi,1999,5
2762,The Sixth Sense (1999),Drama|Horror|Mystery,1999,3
2763,The Thomas Crown Affair (1999),Action|Mystery,1999,2
2764,The Thomas Crown Affair (1968),Crime|Drama|Romance|Thriller,1968,4
2769,The Yards (2000),Crime|Drama,2000,2
2770,Bowfinger (1999),Comedy,1999,1
2772,Detroit Rock City (1999),Comedy,1999,1
2779,Heaven Can Wait (1978),Comedy,1978,1
2787,Cat's Eye (1985),Horror,1985,1
2788,Monty Python's And Now for Something Completely Different (1971),Comedy,1971,1
2791,Airplane! (1980),Comedy,1980,1
2792,Airplane II: The Sequel (1982),Comedy,1982,1
2793,An American Werewolf in Paris (1997),Comedy|Horror|Romance|Thriller,1997,4
2794,European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance,1985,3
2795,National Lampoon's Vacation (1983),Comedy,1983,1
2796,Funny Farm (1988),Comedy,1988,1
2797,Big (1988),Comedy|Drama|Fantasy|Romance,1988,4
2798,Problem Child (1990),Children|Comedy,1990,2
2799,Problem Child 2 (1991),Comedy,1991,1
2802,Tequila Sunrise (1988),Action|Drama|Romance|Thriller,1988,4
2803,The Pelican Brief (1993),Crime|Drama|Mystery|Romance|Thriller,1993,5
2804,A Christmas Story (1983),Children|Comedy,1983,2
2805,Mickey Blue Eyes (1999),Comedy|Romance,1999,2
2806,Teaching Mrs. Tingle (1999),Comedy|Thriller,1999,2
2808,Universal Soldier (1992),Action|Sci-Fi,1992,2
2810,Perfect Blue (1997),Animation|Horror|Mystery|Thriller,1997,4
2815,Iron Eagle (1986),Action|War,1986,2
2819,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller,1975,4
2822,Medicine Man (1992),Adventure|Romance,1992,2
2826,The 13th Warrior (1999),Action|Adventure|Fantasy,1999,3
2827,The Astronaut's Wife (1999),Horror|Sci-Fi|Thriller,1999,3
2829,The Muse (1999),Comedy,1999,1
2840,Stigmata (1999),Drama|Thriller,1999,2
2841,Stir of Echoes (1999),Horror|Mystery|Thriller,1999,3
2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance,1998,2
